row_id,credit_limit,sex,education,marital_status,age,latest_repayment_status,maximum_repayment_delay_6m,delayed_months_6m,average_bill_6m,bill_change_sep_to_apr,total_payment_6m,payment_to_bill_ratio_6m,zero_payment_months_6m,utilization_sep,repayment_assistance_plan,payment_difficulty_next_month
CR26-117986,70000,male,university,married,37,0,0,0,61800,19600,12900,0.03,0,0.97,no,1
CR26-122665,30000,female,university,single,25,1,2,3,14800,-1900,5400,0.06,2,0.46,no,0
CR26-126655,150000,female,graduate_school,married,50,-1,0,0,1100,6400,0,0.0,6,0.04,no,0
CR26-127922,150000,female,university,married,33,0,0,0,28100,-4100,8900,0.05,0,0.17,no,0
CR26-108418,360000,female,graduate_school,married,48,-2,0,0,600,1200,3100,0.84,2,0.01,no,0
CR26-122365,20000,male,graduate_school,single,24,1,2,2,8500,18700,1500,0.03,4,0.94,yes,1
CR26-107452,70000,female,graduate_school,single,23,0,0,0,21800,-40100,43500,0.33,0,0.11,no,0
CR26-127913,360000,female,graduate_school,married,36,-2,0,0,3400,13700,8900,0.44,2,0.04,no,0
CR26-118312,330000,male,university,married,47,-2,0,0,97500,-2200,471900,0.81,0,0.06,no,0
CR26-124904,30000,female,graduate_school,single,23,0,0,0,16900,-4200,6600,0.07,0,0.48,no,0
CR26-120907,190000,male,university,married,33,0,0,0,53900,99300,11400,0.04,3,0.52,no,0
CR26-108529,130000,female,high_school,single,35,0,0,0,7500,-7400,9000,0.2,0,0.03,yes,0
CR26-115121,100000,female,university,single,42,0,0,0,85300,42800,17100,0.03,0,1.17,no,0
CR26-104848,230000,male,university,single,32,2,2,3,238200,28100,64800,0.05,1,1.1,yes,0
CR26-128622,180000,male,graduate_school,single,29,-2,0,0,200,0,1000,1.0,4,0.0,no,1
CR26-106266,290000,female,university,single,34,0,0,0,272900,41500,61800,0.04,0,0.98,yes,0
CR26-103324,20000,female,university,married,42,0,3,3,13600,700,7400,0.09,2,0.6,no,1
CR26-105432,110000,female,university,single,28,0,0,0,106800,-1700,28000,0.04,0,0.96,no,0
CR26-124389,500000,female,graduate_school,married,49,-2,0,0,13400,24300,61100,0.76,0,0.06,no,0
CR26-120399,20000,male,university,single,23,0,0,0,11900,-3800,8200,0.11,0,0.48,yes,0
CR26-110395,280000,female,graduate_school,single,31,-2,0,0,500,1600,2000,0.64,3,0.01,no,0
CR26-129952,210000,female,university,married,32,0,0,0,159600,105400,119800,0.13,0,0.9,no,0
CR26-127402,50000,female,university,single,35,1,2,4,20800,-5600,8100,0.07,3,0.37,no,1
CR26-102681,170000,female,university,married,34,-1,0,0,1200,1800,5800,0.78,2,0.01,no,0
CR26-128845,50000,female,university,single,35,0,0,0,16600,-3600,6400,0.06,0,0.29,no,0
CR26-110842,200000,male,university,married,41,0,2,1,73000,21900,16700,0.04,1,0.46,no,0
CR26-105831,120000,female,university,single,29,-2,0,0,1200,3600,6300,0.91,5,0.03,yes,1
CR26-121441,50000,female,university,married,37,0,0,0,19900,19400,14100,0.12,0,0.49,no,0
CR26-121295,110000,male,university,married,32,0,0,0,18600,56600,4000,0.04,4,0.51,yes,0
CR26-104669,140000,male,graduate_school,single,31,0,0,0,28000,97400,1400,0.01,5,0.7,no,1
CR26-101878,150000,female,university,single,34,-1,0,0,2200,-4000,21400,1.62,0,0.01,no,0
CR26-120201,280000,male,graduate_school,single,28,-1,0,0,10100,-12600,37000,0.61,0,0.02,yes,0
CR26-125778,150000,female,university,single,25,2,2,6,118200,-9400,25000,0.04,2,0.76,no,0
CR26-113130,150000,female,graduate_school,married,29,2,2,2,1000,6200,0,0.0,6,0.04,no,1
CR26-118033,100000,male,graduate_school,single,39,-1,0,0,1300,300,6700,0.86,1,0.01,no,0
CR26-117015,300000,male,graduate_school,married,38,-1,0,0,106000,-4900,58200,0.09,0,0.35,no,0
CR26-129725,70000,female,university,married,53,0,0,0,6400,24600,14000,0.36,5,0.35,no,0
CR26-111081,120000,female,university,married,34,2,2,6,66500,-5600,16000,0.04,0,0.53,no,0
CR26-127210,410000,female,graduate_school,married,37,0,0,0,24300,52900,36900,0.25,0,0.13,no,0
CR26-120241,320000,female,graduate_school,married,42,0,2,2,295700,50500,52600,0.03,0,0.95,yes,1
CR26-128775,180000,male,graduate_school,single,32,0,0,0,68800,25700,14500,0.04,0,0.47,no,0
CR26-128343,210000,female,university,single,41,0,0,0,116100,196600,24000,0.03,0,1.08,no,0
CR26-122051,80000,male,high_school,married,45,0,2,1,11100,-5000,7200,0.11,1,0.1,no,0
CR26-119424,30000,female,university,married,43,-1,0,0,22900,-29500,32700,0.24,0,0.02,no,0
CR26-112175,190000,female,university,married,33,-2,0,0,2000,2100,15200,1.27,1,0.01,no,0
CR26-112178,360000,male,graduate_school,married,39,1,1,1,1300,-7000,7700,1.0,4,0.0,no,0
CR26-116012,110000,male,graduate_school,single,28,0,0,0,92700,34200,21300,0.04,0,0.93,no,0
CR26-103377,100000,female,high_school,single,28,3,5,6,1200,600,0,0.0,6,0.01,yes,1
CR26-126128,100000,male,university,single,26,0,0,0,54500,7000,14900,0.05,0,0.6,no,0
CR26-109717,70000,male,high_school,married,50,2,2,6,43400,-4500,11100,0.04,0,0.59,yes,1
CR26-115699,260000,male,graduate_school,married,37,0,3,4,187800,-33600,59600,0.05,1,0.63,no,0
CR26-104073,300000,female,university,married,31,0,0,0,2400,5400,5000,0.34,2,0.02,no,0
CR26-129687,320000,male,graduate_school,single,30,0,0,0,91300,55100,30400,0.06,0,0.3,no,0
CR26-126745,430000,female,university,married,28,0,0,0,19800,7200,19300,0.16,0,0.06,no,0
CR26-117860,150000,female,university,married,37,-2,0,0,1000,-2700,5800,1.0,2,0.0,no,0
CR26-105103,370000,female,graduate_school,married,53,-1,0,0,18700,11500,81300,0.73,2,0.06,yes,0
CR26-110239,100000,male,university,single,26,0,0,0,30800,68400,17700,0.1,0,0.8,no,1
CR26-107080,220000,female,graduate_school,married,33,0,0,0,164000,39400,51500,0.05,0,0.9,no,0
CR26-121873,10000,male,university,single,23,0,0,0,9700,8000,13600,0.23,0,1.78,no,0
CR26-106557,230000,female,unknown,married,42,-1,0,0,500,-500,2500,0.91,1,0.0,no,0
CR26-108889,260000,female,graduate_school,married,60,1,1,1,3500,-2000,24500,1.05,3,0.0,no,0
CR26-101629,300000,female,graduate_school,married,37,-1,0,0,3200,1600,18100,0.95,0,0.01,no,0
CR26-114157,170000,female,graduate_school,single,34,0,0,0,40800,27500,11300,0.05,0,0.33,no,0
CR26-103406,200000,female,university,single,26,0,0,0,82500,67900,35500,0.07,0,0.58,no,1
CR26-122046,150000,female,graduate_school,single,37,0,0,0,110600,17200,23500,0.04,0,0.85,no,0
CR26-125700,230000,female,university,married,34,0,0,0,142500,41800,33200,0.04,0,0.73,no,0
CR26-102629,180000,male,graduate_school,single,26,-1,0,0,63700,-131500,144100,0.37,2,0.0,no,1
CR26-110615,500000,male,graduate_school,married,54,0,0,0,487900,19000,109900,0.04,0,0.99,no,0
CR26-119918,60000,female,university,married,35,2,2,6,5900,-4700,5500,0.16,3,0.05,no,1
CR26-108487,300000,male,graduate_school,single,31,-1,0,0,9900,-6200,51700,0.87,0,0.01,no,0
CR26-120367,90000,male,university,single,32,0,0,0,20500,88900,7000,0.06,5,0.99,yes,0
CR26-118433,380000,male,university,married,42,-2,0,0,13800,-100,86700,1.05,0,0.01,no,0
CR26-109376,30000,male,high_school,single,25,2,2,2,26200,-6700,9200,0.06,1,0.78,yes,0
CR26-119705,70000,female,university,married,27,2,2,4,28800,-5200,8200,0.05,2,0.37,no,0
CR26-117694,500000,male,university,single,32,-2,0,0,63400,23900,233400,0.61,0,0.14,no,1
CR26-109049,370000,female,high_school,married,46,-2,0,0,4000,6400,19800,0.83,1,0.02,yes,0
CR26-103362,50000,female,university,married,25,0,0,0,6700,-700,17500,0.44,0,0.15,no,0
CR26-108344,210000,male,university,single,42,0,0,0,205900,-11900,52000,0.04,0,0.94,no,0
CR26-126564,30000,female,graduate_school,single,36,1,2,2,26400,-2000,5200,0.03,1,0.86,yes,0
CR26-117193,120000,female,university,single,35,0,0,0,58600,68900,82500,0.23,0,0.6,no,0
CR26-121954,260000,female,university,single,26,0,0,0,84000,210100,74700,0.14,0,0.63,no,0
CR26-101874,360000,female,graduate_school,married,39,-1,0,0,500,-1600,3100,0.95,2,0.0,no,0
CR26-117435,20000,male,university,married,40,1,2,2,19500,700,3400,0.03,2,1.01,no,1
CR26-124046,80000,female,university,married,25,0,2,1,70300,17700,14600,0.03,1,0.98,no,0
CR26-115072,50000,female,university,married,24,1,2,4,13600,12700,12300,0.15,3,0.25,yes,1
CR26-111664,220000,male,graduate_school,married,48,2,2,1,12900,-18500,83300,1.07,1,0.01,yes,0
CR26-110857,200000,female,graduate_school,single,28,0,0,0,13100,-2400,39000,0.5,0,0.04,no,0
CR26-124599,220000,female,university,married,45,0,0,0,205900,5800,49100,0.04,0,0.93,yes,1
CR26-128466,300000,female,graduate_school,single,30,-1,2,1,800,0,5400,1.13,0,0.0,no,0
CR26-101516,500000,male,graduate_school,single,48,1,1,1,11300,-24400,27300,0.4,2,0.0,no,0
CR26-124727,150000,male,graduate_school,married,46,0,0,0,143800,8700,34700,0.04,0,1.01,no,0
CR26-126594,400000,male,graduate_school,single,32,-1,0,0,159300,-224300,316100,0.33,1,0.01,no,0
CR26-122446,110000,female,high_school,single,29,0,0,0,106400,-9400,27700,0.04,0,0.92,no,1
CR26-107208,60000,female,graduate_school,single,22,0,0,0,47900,39300,10300,0.04,0,0.96,no,1
CR26-104253,130000,female,high_school,married,37,-2,0,0,0,0,0,0.0,6,0.0,no,1
CR26-115937,190000,female,university,single,35,0,0,0,109600,60700,24000,0.04,0,0.83,yes,0
CR26-116796,750000,female,high_school,married,40,-2,0,0,25000,-50300,211300,1.41,0,0.02,no,0
CR26-101932,80000,female,university,single,24,0,0,0,7300,10900,8200,0.19,0,0.16,no,0
CR26-108492,90000,female,university,single,24,0,2,1,18700,10000,4000,0.04,1,0.27,no,0
CR26-108835,230000,female,graduate_school,married,34,2,2,6,200500,-19300,46900,0.04,0,0.83,no,1
CR26-122089,150000,female,university,single,29,-1,2,2,4400,1100,10700,0.41,2,0.02,no,0
CR26-104547,500000,female,university,single,28,-1,0,0,164200,278800,33100,0.03,1,0.64,no,0
CR26-108079,270000,female,university,married,34,0,0,0,176000,56300,46800,0.04,0,0.75,no,0
CR26-103003,170000,male,university,married,34,-1,0,0,6100,200,41500,1.14,0,0.05,no,0
CR26-102874,210000,female,graduate_school,married,40,0,0,0,54000,-16100,24000,0.07,0,0.22,no,0
CR26-109374,60000,male,university,single,38,0,0,0,41100,2400,9900,0.04,0,0.7,yes,1
CR26-127241,250000,male,graduate_school,married,37,1,2,2,195500,43000,51300,0.04,0,0.83,yes,0
CR26-128029,280000,male,university,married,38,-1,0,0,600,3300,0,0.0,6,0.01,no,1
CR26-106263,500000,female,graduate_school,married,58,1,1,1,18900,-19300,192700,1.7,0,0.0,no,0
CR26-118287,120000,female,high_school,married,42,-1,0,0,2400,200,9800,0.69,2,0.02,no,0
CR26-106456,100000,female,high_school,single,25,0,0,0,61200,93200,24300,0.07,0,0.98,no,0
CR26-111725,350000,female,graduate_school,single,36,-2,0,0,1700,3300,7000,0.68,5,0.01,yes,1
CR26-101762,160000,female,university,married,37,0,0,0,10900,24100,21800,0.33,2,0.17,no,0
CR26-108064,570000,female,university,married,46,0,0,0,472500,455000,536400,0.19,0,0.99,no,0
CR26-120689,10000,female,graduate_school,single,27,2,2,2,8600,-3700,5800,0.11,1,0.61,yes,1
CR26-101430,290000,male,graduate_school,married,32,-1,0,0,12300,31900,41200,0.56,2,0.11,yes,0
CR26-115322,210000,male,graduate_school,single,35,-1,0,0,5700,2700,26100,0.76,0,0.03,no,0
CR26-113303,90000,female,high_school,married,49,0,0,0,8400,8100,13200,0.26,0,0.11,no,0
CR26-117025,150000,female,high_school,married,35,-1,0,0,13500,-37900,73900,0.91,0,0.08,no,0
CR26-115987,320000,female,university,married,39,0,0,0,50100,7500,54700,0.18,0,0.12,no,0
CR26-105325,230000,female,university,married,28,0,0,0,9200,20200,11800,0.21,0,0.11,no,0
CR26-126351,230000,female,university,single,38,0,0,0,78100,900,19000,0.04,0,0.33,yes,0
CR26-111837,220000,female,graduate_school,married,43,0,0,0,67700,-6200,14900,0.04,0,0.29,no,0
CR26-115381,500000,female,graduate_school,married,38,-2,0,0,9100,-14700,66500,1.22,0,0.0,no,0
CR26-120356,50000,male,high_school,single,40,0,0,0,41900,32800,16100,0.06,0,1.06,no,0
CR26-121289,20000,male,high_school,single,27,0,0,0,12000,11900,22500,0.31,0,0.59,no,0
CR26-108196,210000,female,graduate_school,single,30,-1,0,0,1400,1700,5300,0.62,2,0.01,yes,0
CR26-109281,340000,female,university,married,29,0,0,0,25400,17600,88500,0.58,0,0.11,no,0
CR26-101359,270000,male,university,married,27,0,0,0,19200,3200,5600,0.05,0,0.08,no,0
CR26-107625,50000,female,graduate_school,single,23,1,2,2,35400,-2900,7400,0.03,1,0.69,yes,1
CR26-121110,50000,female,graduate_school,single,29,0,2,4,13100,-4000,5500,0.07,3,0.21,yes,0
CR26-123688,70000,male,high_school,married,47,0,0,0,43600,49400,14100,0.05,0,0.97,no,1
CR26-109787,80000,female,high_school,married,39,0,0,0,1700,4900,2700,0.26,4,0.06,yes,0
CR26-102342,150000,male,graduate_school,single,28,1,1,1,33600,-68500,75700,0.38,2,0.0,no,0
CR26-126082,50000,male,university,married,46,0,0,0,37200,19000,14500,0.06,0,0.98,yes,0
CR26-121805,210000,female,university,single,54,0,0,0,166600,106800,35600,0.04,0,0.94,no,0
CR26-106667,240000,male,graduate_school,married,38,1,1,1,100,-700,700,0.69,5,0.0,yes,0
CR26-115646,80000,female,high_school,single,38,0,0,0,64900,29700,13300,0.03,0,0.97,no,1
CR26-104766,220000,male,graduate_school,single,35,0,0,0,142700,129100,40400,0.05,0,0.72,no,0
CR26-104096,90000,female,university,single,23,0,0,0,8800,3400,24200,0.46,0,0.13,no,0
CR26-103430,130000,male,university,single,26,0,2,2,18900,-4600,8900,0.08,1,0.13,yes,0
CR26-119842,30000,female,graduate_school,single,23,4,4,6,29800,-1000,4700,0.03,3,1.0,no,1
CR26-125589,200000,male,high_school,married,47,0,2,1,116100,113100,34000,0.05,1,0.93,no,0
CR26-104695,230000,female,university,single,30,0,0,0,108200,19900,27500,0.04,0,0.49,no,0
CR26-106574,20000,male,high_school,married,53,3,4,6,14800,1300,3400,0.04,4,0.78,yes,1
CR26-110810,230000,female,university,single,37,-2,0,0,0,0,0,0.0,6,0.0,no,1
CR26-111841,200000,male,graduate_school,married,32,-1,0,0,1100,0,5100,0.75,3,0.01,yes,0
CR26-118255,160000,male,university,married,57,-1,2,2,500,1700,2300,0.77,2,0.01,no,0
CR26-114219,200000,female,graduate_school,married,30,1,1,1,900,-5700,5700,1.0,5,0.0,yes,0
CR26-115390,360000,female,university,single,38,-1,0,0,300,1700,0,0.0,6,0.0,no,0
CR26-112520,180000,female,high_school,single,29,-2,0,0,0,0,0,0.0,6,0.0,no,1
CR26-108020,500000,female,university,single,31,-2,0,0,300,100,20100,5.0,4,0.0,no,0
CR26-125650,200000,female,high_school,single,37,-2,0,0,3400,3700,16900,0.82,1,0.02,yes,0
CR26-121162,160000,male,graduate_school,single,33,1,2,2,800,-900,3000,0.64,4,0.0,no,0
CR26-118184,20000,female,university,married,26,1,2,2,13100,20200,2500,0.03,4,1.01,no,0
CR26-121752,50000,female,university,single,30,0,0,0,29900,38900,5500,0.03,0,0.98,yes,0
CR26-125790,250000,male,graduate_school,married,48,0,0,0,41100,198400,58700,0.24,0,0.82,no,0
CR26-127787,30000,male,university,single,34,2,4,4,22100,-4400,10900,0.08,3,0.61,no,1
CR26-125356,160000,female,university,married,42,-1,0,0,36200,-3800,9500,0.04,0,0.21,no,0
CR26-104876,260000,female,graduate_school,married,32,-2,0,0,4200,-10000,32300,1.29,0,0.01,no,0
CR26-104512,280000,male,university,married,34,0,0,0,44400,21900,13400,0.05,0,0.2,no,0
CR26-120962,400000,female,university,married,24,0,0,0,96400,116400,106500,0.18,0,0.44,no,0
CR26-117562,30000,female,high_school,married,55,1,2,2,30100,600,8300,0.05,1,1.02,yes,0
CR26-125137,260000,female,graduate_school,married,30,1,1,1,6000,-36200,36200,1.0,5,0.0,yes,0
CR26-108174,30000,female,high_school,married,44,0,0,0,28500,-2500,10400,0.06,0,0.92,no,1
CR26-126738,170000,female,graduate_school,married,39,1,2,3,133300,36000,26000,0.03,2,0.95,no,0
CR26-113879,80000,female,university,married,28,0,0,0,77800,600,20000,0.04,0,0.97,no,1
CR26-106476,300000,female,university,married,39,0,0,0,101600,301900,13700,0.02,5,1.01,no,0
CR26-102336,250000,female,graduate_school,married,42,0,0,0,92000,222700,67000,0.12,1,1.0,no,0
CR26-105484,200000,female,university,married,39,3,3,5,120500,-6900,25800,0.04,2,0.59,yes,1
CR26-106485,50000,male,university,single,24,0,0,0,36500,48600,8000,0.04,0,0.99,no,0
CR26-125788,50000,female,high_school,married,26,0,0,0,32300,47100,5800,0.03,3,0.94,no,0
CR26-124001,80000,female,university,single,27,1,2,5,69700,20200,18400,0.04,1,0.93,no,1
CR26-128282,360000,female,high_school,single,46,-1,0,0,24500,9100,154700,1.05,0,0.04,no,0
CR26-100465,200000,female,university,married,40,0,0,0,16900,17200,9400,0.09,2,0.11,no,1
CR26-118362,400000,male,graduate_school,married,43,-2,0,0,2600,-1100,18300,1.15,1,0.0,no,0
CR26-106417,230000,female,university,single,28,0,0,0,14300,13100,13000,0.15,0,0.1,no,0
CR26-108021,30000,female,university,single,24,1,2,6,26800,-3400,8100,0.05,2,0.84,no,0
CR26-128734,210000,female,graduate_school,married,38,-1,0,0,8500,1900,62900,1.23,0,0.02,yes,0
CR26-104292,70000,female,university,married,53,0,0,0,70700,200,17100,0.04,0,1.02,no,0
CR26-100386,70000,female,graduate_school,single,36,0,0,0,60500,27800,21300,0.06,0,1.07,no,0
CR26-111843,30000,female,graduate_school,single,40,-1,2,4,100,100,600,0.6,2,0.0,no,0
CR26-124687,20000,male,university,single,24,2,2,4,13000,-12100,16500,0.21,0,0.26,yes,0
CR26-112141,260000,male,graduate_school,married,45,0,0,0,33600,-24400,36800,0.18,0,0.08,no,0
CR26-124905,200000,female,university,single,28,1,1,1,800,-1800,4900,1.0,2,0.0,no,0
CR26-110956,200000,male,high_school,single,33,0,0,0,143200,72000,29300,0.03,0,0.91,no,0
CR26-106980,150000,male,university,single,31,-1,2,1,12600,-1300,64300,0.85,1,0.06,no,0
CR26-111442,150000,female,university,single,26,0,0,0,45200,103400,117600,0.43,0,0.72,no,0
CR26-127638,150000,female,high_school,single,47,0,2,1,67300,48600,9800,0.02,1,0.69,no,0
CR26-115096,30000,male,graduate_school,married,38,8,8,6,33200,3900,0,0.0,6,1.17,no,1
CR26-112198,70000,male,university,married,48,0,0,0,4500,7500,5900,0.22,0,0.12,yes,0
CR26-124252,20000,female,university,single,22,0,0,0,18700,200,5800,0.05,0,0.98,no,0
CR26-104070,70000,male,university,married,35,0,0,0,59000,20400,18800,0.05,0,1.01,no,0
CR26-117106,230000,male,graduate_school,married,33,0,0,0,187300,106300,39000,0.03,0,0.95,no,0
CR26-117701,240000,female,university,married,35,-1,2,1,300,100,1500,0.74,1,0.0,no,0
CR26-112709,50000,female,high_school,single,41,2,2,6,25000,-3300,6600,0.04,1,0.46,no,0
CR26-104536,50000,male,university,single,39,0,0,0,15900,37300,4400,0.05,0,0.94,no,1
CR26-122339,480000,female,graduate_school,married,39,0,0,0,141000,-4100,450400,0.53,0,0.22,no,0
CR26-110355,210000,female,graduate_school,single,31,-2,0,0,0,0,0,0.0,6,0.0,no,0
CR26-117383,250000,male,graduate_school,single,48,-2,0,0,4000,2400,15100,0.63,1,0.02,no,0
CR26-109398,110000,male,graduate_school,single,29,-1,0,0,57500,-71700,113000,0.33,0,0.01,yes,0
CR26-112711,100000,male,university,single,27,2,3,3,71500,-13400,25000,0.06,2,0.63,yes,1
CR26-123401,180000,female,high_school,married,31,-2,0,0,700,200,3900,0.94,3,0.0,yes,0
CR26-102619,250000,female,graduate_school,married,30,-1,2,1,20000,-56200,67400,0.56,2,0.01,no,0
CR26-102946,30000,male,graduate_school,married,30,0,0,0,15100,-9600,12000,0.13,0,0.33,no,0
CR26-110324,50000,male,graduate_school,single,54,2,2,1,9800,-5900,8500,0.14,0,0.18,no,0
CR26-126820,80000,female,university,single,22,1,1,1,800,-100,5300,1.09,0,0.0,yes,1
CR26-126595,260000,female,graduate_school,single,30,-2,0,0,1700,400,11500,1.14,0,0.0,no,0
CR26-112528,500000,male,graduate_school,married,43,-1,0,0,1000,600,7100,1.13,1,0.0,no,0
CR26-126382,150000,female,university,single,23,0,0,0,8300,2400,17600,0.35,0,0.05,no,0
CR26-101738,180000,male,university,single,36,-1,0,0,800,-500,6000,1.31,1,0.0,no,0
CR26-119124,290000,female,university,married,51,-2,0,0,4000,3400,17300,0.72,2,0.02,no,0
CR26-110077,50000,male,graduate_school,single,31,2,2,1,48500,16000,17800,0.06,0,1.13,no,1
CR26-127808,500000,male,university,single,33,0,0,0,129500,-3400,95400,0.12,0,0.27,yes,0
CR26-103835,130000,female,graduate_school,single,25,-1,0,0,1900,600,10600,0.95,1,0.01,no,0
CR26-100774,240000,female,graduate_school,married,44,-2,0,0,3300,400,18500,0.94,0,0.01,yes,0
CR26-100819,180000,female,university,single,25,0,0,0,132600,-8800,138000,0.17,0,0.61,no,0
CR26-116887,220000,female,graduate_school,single,28,0,0,0,165500,-14800,41200,0.04,0,0.71,no,0
CR26-126447,350000,male,graduate_school,married,38,1,1,1,0,0,0,0.0,6,0.0,no,1
CR26-100447,160000,male,graduate_school,single,27,1,1,1,-900,-3900,8500,2.2,3,0.0,no,0
CR26-115432,50000,female,university,married,41,1,2,6,26200,-3200,6500,0.04,2,0.49,no,1
CR26-124867,50000,male,university,single,36,0,0,0,42900,24600,11500,0.04,0,1.04,no,1
CR26-102737,150000,female,university,married,41,-2,0,0,6100,-300,36600,1.0,0,0.01,no,0
CR26-108373,40000,male,graduate_school,single,24,0,0,0,23500,21500,11400,0.08,0,1.0,yes,0
CR26-121953,10000,male,high_school,single,41,0,0,0,1800,10400,8100,0.75,3,1.04,no,0
CR26-119565,270000,female,graduate_school,married,45,0,0,0,198700,32300,50400,0.04,0,0.81,no,0
CR26-121720,20000,male,university,single,22,0,0,0,3000,13000,4600,0.26,1,0.68,no,0
CR26-113425,200000,female,graduate_school,married,36,0,0,0,7800,2700,35700,0.76,0,0.05,yes,0
CR26-120908,300000,female,graduate_school,single,25,1,1,1,2600,-1700,15900,1.0,2,0.0,no,0
CR26-111903,330000,male,university,married,32,2,2,4,66100,-11300,22500,0.06,1,0.18,no,0
CR26-117237,30000,male,university,single,37,0,0,0,22000,27500,3700,0.03,3,0.92,no,1
CR26-105288,100000,male,graduate_school,single,28,0,0,0,83100,-6500,46300,0.09,0,0.73,no,0
CR26-117543,300000,female,graduate_school,married,39,-2,0,0,4500,-5500,32600,1.22,0,0.01,no,0
CR26-105554,70000,female,university,married,43,0,2,2,35600,-5700,10800,0.05,2,0.45,no,0
CR26-100683,180000,female,university,married,30,0,2,1,111800,70900,48000,0.07,0,0.83,no,1
CR26-112064,210000,male,university,married,39,-1,0,0,1400,0,8700,1.0,0,0.01,no,0
CR26-124567,30000,male,graduate_school,single,22,0,3,2,24800,-8000,13600,0.09,2,0.63,no,1
CR26-108387,350000,female,graduate_school,married,37,-2,0,0,33000,-61500,310100,1.56,0,0.02,no,0
CR26-109349,490000,female,graduate_school,married,37,-1,0,0,114100,24300,464100,0.68,0,0.07,no,0
CR26-100323,280000,male,university,married,31,0,0,0,230700,115800,43000,0.03,0,0.95,no,0
CR26-116991,280000,female,graduate_school,married,36,-1,0,0,16300,7100,92800,0.95,0,0.06,no,0
CR26-108584,250000,female,graduate_school,married,49,-1,0,0,300,-1600,1800,0.97,3,0.0,no,1
CR26-102071,130000,female,university,married,26,0,0,0,46600,-2000,11300,0.04,0,0.35,no,0
CR26-115459,50000,female,graduate_school,single,26,0,0,0,2500,3200,57200,3.85,0,0.08,no,1
CR26-123514,200000,male,graduate_school,married,36,-1,0,0,20700,5400,129200,1.04,0,0.04,no,0
CR26-109217,290000,female,high_school,married,43,-1,0,0,700,1200,2900,0.67,0,0.01,no,0
CR26-128521,180000,female,university,married,42,0,2,1,108400,-11200,30000,0.05,1,0.57,no,0
CR26-121393,30000,female,graduate_school,single,25,-2,0,0,6300,9100,7200,0.19,1,0.32,no,0
CR26-129283,60000,female,university,other_or_unknown,33,-1,2,1,1100,3900,4400,0.66,1,0.07,no,0
CR26-125042,50000,female,university,married,42,0,0,0,13500,-3000,5100,0.06,0,0.23,no,0
CR26-105264,140000,female,high_school,single,23,-2,0,0,37500,64100,10700,0.05,0,0.48,no,1
CR26-122200,20000,female,high_school,single,38,-1,2,1,7300,6900,14600,0.33,2,0.61,no,0
CR26-104354,200000,female,university,married,36,0,0,0,116500,112600,64000,0.09,0,0.92,yes,1
CR26-100963,10000,female,graduate_school,single,22,0,2,3,8400,-2600,4300,0.09,2,0.66,no,0
CR26-105321,60000,female,graduate_school,married,28,-1,0,0,1700,1200,9500,0.91,0,0.05,yes,0
CR26-124693,80000,female,graduate_school,single,27,0,0,0,39800,-6000,12800,0.05,0,0.46,no,0
CR26-129014,140000,male,high_school,married,32,0,0,0,103000,62500,28200,0.05,0,1.0,no,0
CR26-103135,30000,female,graduate_school,single,29,1,1,1,700,-4400,5300,1.2,4,0.0,no,1
CR26-106800,30000,female,high_school,single,26,1,2,6,13700,-3200,6300,0.08,1,0.37,yes,1
CR26-108886,200000,female,high_school,married,38,0,0,0,62800,79500,15100,0.04,0,0.49,no,0
CR26-106636,50000,female,university,single,25,0,0,0,24000,13200,31300,0.22,0,0.8,yes,0
CR26-119873,500000,female,high_school,single,53,-2,0,0,200,-1200,1200,1.0,5,0.0,no,0
CR26-102285,210000,female,graduate_school,single,28,-2,0,0,13700,18800,63300,0.77,3,0.09,no,1
CR26-129004,90000,female,university,married,48,0,0,0,46500,-5500,12000,0.04,0,0.49,yes,0
CR26-107454,70000,male,graduate_school,single,51,0,2,1,41900,2900,16500,0.07,1,0.61,no,0
CR26-115319,180000,female,graduate_school,single,32,-2,0,0,2400,-3100,17700,1.2,0,0.0,no,0
CR26-100931,20000,male,graduate_school,single,40,0,0,0,15500,-3300,7300,0.08,0,0.68,no,0
CR26-124976,30000,female,high_school,single,53,-1,0,0,2500,-1600,20600,1.38,1,0.05,no,0
CR26-126711,150000,male,other,single,30,0,0,0,89200,155200,29000,0.05,1,1.17,no,0
CR26-102317,490000,male,high_school,married,51,-1,0,0,300,400,1600,0.91,0,0.0,no,1
CR26-127837,90000,female,university,married,44,-1,0,0,400,0,2300,1.0,0,0.0,yes,0
CR26-121466,360000,female,graduate_school,single,36,-1,0,0,1500,-2200,9300,1.01,0,0.0,no,0
CR26-112405,240000,female,graduate_school,single,36,1,1,1,15700,-21100,29000,0.31,0,0.0,no,1
CR26-101261,360000,female,graduate_school,single,29,0,0,0,77700,113300,195100,0.42,0,0.41,no,0
CR26-116864,500000,female,high_school,married,38,-2,0,0,6400,13500,30000,0.78,0,0.03,no,0
CR26-103424,30000,female,university,married,29,2,2,3,27800,-2500,7300,0.04,0,0.89,no,0
CR26-122576,50000,female,high_school,married,53,2,2,6,44100,-3900,11600,0.04,1,0.82,yes,1
CR26-119044,200000,male,graduate_school,single,33,-1,0,0,64700,-187300,219200,0.56,0,0.01,no,0
CR26-106336,180000,male,university,married,36,2,2,6,118400,-9300,25000,0.04,1,0.63,no,1
